pop_size, elite_size, mut_rate, mut_type, cross_type, time_avg (s), best_distance_avg,  nr_generations_avg
80, 60, 0.01, insert, cycle, 3.9301033496856688, 35834.4, 38
80, 60, 0.01, disp, order, 9.630708980560303, 31309.2, 100.4
80, 60, 0.01, disp, cycle, 2.966753625869751, 36421.8, 27.4
80, 60, 0.1, swap, order, 11.514790153503418, 30698.8, 120.8
80, 60, 0.1, swap, cycle, 10.319700813293457, 33498.6, 108.6
80, 60, 0.1, invert, order, 8.534899759292603, 31746.6, 88.6
80, 60, 0.1, invert, cycle, 11.089840364456176, 33826.8, 116.6
80, 60, 0.1, insert, order, 10.119805574417114, 30817.399999999998, 105.6
80, 60, 0.1, insert, cycle, 9.00542664527893, 33738.4, 91.8
80, 60, 0.1, disp, order, 10.72466197013855, 30942.4, 111.8
80, 60, 0.1, disp, cycle, 6.372362422943115, 34987.0, 63.4
150, 30, 0.0001, swap, order, 42.38038549423218, 23389.2, 133.6
150, 30, 0.0001, swap, cycle, 14.84173755645752, 31948.0, 44.4
150, 30, 0.0001, invert, order, 50.29107480049133, 21669.8, 158.6
150, 30, 0.0001, invert, cycle, 10.625574398040772, 33769.2, 31.2
150, 30, 0.0001, insert, order, 54.62158274650574, 22327.4, 172.6
150, 30, 0.0001, insert, cycle, 13.308744621276855, 32727.2, 39.6
150, 30, 0.0001, disp, order, 53.41081347465515, 22548.8, 168
150, 30, 0.0001, disp, cycle, 12.959403467178344, 32479.399999999998, 38.2
150, 30, 0.001, swap, order, 52.84996724128723, 22343.8, 164.8
150, 30, 0.001, swap, cycle, 17.471651124954224, 31788.2, 51.4
150, 30, 0.001, invert, order, 53.06203651428223, 22058.4, 167.4
150, 30, 0.001, invert, cycle, 12.725244140625, 33694.8, 36.8
150, 30, 0.001, insert, order, 49.7775860786438, 22722.4, 155.2
150, 30, 0.001, insert, cycle, 13.094618892669677, 33180.6, 39
150, 30, 0.001, disp, order, 56.88461818695068, 21775.6, 178.6
150, 30, 0.001, disp, cycle, 14.828249549865722, 32218.6, 43.8
150, 30, 0.01, swap, order, 78.91749649047851, 20172.8, 249
150, 30, 0.01, swap, cycle, 29.657555294036865, 31187.0, 93
150, 30, 0.01, invert, order, 77.99917588233947, 17980.8, 247.2
150, 30, 0.01, invert, cycle, 53.35384330749512, 30191.8, 172
150, 30, 0.01, insert, order, 78.74941582679749, 20787.0, 250
150, 30, 0.01, insert, cycle, 52.18340244293213, 29950.600000000002, 168.2
150, 30, 0.01, disp, order, 77.13445706367493, 18695.2, 244.4
150, 30, 0.01, disp, cycle, 26.083151197433473, 31110.2, 81.4
150, 30, 0.1, swap, order, 78.33335800170899, 19263.4, 250
150, 30, 0.1, swap, cycle, 76.63529539108276, 24010.0, 250
150, 30, 0.1, invert, order, 78.28007712364197, 17711.0, 250
150, 30, 0.1, invert, cycle, 76.90706090927124, 22982.8, 250
150, 30, 0.1, insert, order, 78.71794238090516, 18546.4, 250
150, 30, 0.1, insert, cycle, 77.27475633621216, 23847.2, 250
150, 30, 0.1, disp, order, 78.61536755561829, 18143.4, 250
150, 30, 0.1, disp, cycle, 77.0645842552185, 23546.8, 250
150, 60, 0.0001, swap, order, 48.6333927154541, 21740.6, 176
150, 60, 0.0001, swap, cycle, 12.613380002975465, 32396.8, 43.2
150, 60, 0.0001, invert, order, 56.187672758102416, 20883.2, 204.4
150, 60, 0.0001, invert, cycle, 10.80908269882202, 33690.8, 36.2
150, 60, 0.0001, insert, order, 49.04374628067016, 22172.6, 178
150, 60, 0.0001, insert, cycle, 12.71071162223816, 33257.6, 43.4
150, 60, 0.0001, disp, order, 60.473313903808595, 21126.8, 220.6
150, 60, 0.0001, disp, cycle, 12.643098878860474, 32528.6, 43.2
150, 60, 0.001, swap, order, 58.41218090057373, 21499.6, 212.2
150, 60, 0.001, swap, cycle, 12.098738145828246, 32254.2, 41.2
150, 60, 0.001, invert, order, 51.65444207191467, 23069.6, 188
150, 60, 0.001, invert, cycle, 13.856448698043824, 32563.8, 47
150, 60, 0.001, insert, order, 52.32330207824707, 21741.6, 187.4
150, 60, 0.001, insert, cycle, 12.555625104904175, 33124.8, 42.2
150, 60, 0.001, disp, order, 56.36792569160461, 21571.8, 204.8
150, 60, 0.001, disp, cycle, 13.947327709197998, 32826.6, 47.8
150, 60, 0.01, swap, order, 67.15758199691773, 20191.0, 245.2
150, 60, 0.01, swap, cycle, 29.58656039237976, 30572.4, 107
150, 60, 0.01, invert, order, 68.26455454826355, 18163.6, 250
150, 60, 0.01, invert, cycle, 34.88287563323975, 31055.399999999998, 127.6
150, 60, 0.01, insert, order, 68.77286334037781, 19875.2, 250
150, 60, 0.01, insert, cycle, 31.441579961776732, 30990.0, 115
150, 60, 0.01, disp, order, 67.22140669822693, 18346.6, 246.2
150, 60, 0.01, disp, cycle, 25.45410590171814, 32321.399999999998, 90.6
150, 60, 0.1, swap, order, 60.39785051345825, 20166.4, 220.2
150, 60, 0.1, swap, cycle, 67.02405295372009, 24319.8, 250
150, 60, 0.1, invert, order, 56.72572469711304, 20576.4, 207.2
150, 60, 0.1, invert, cycle, 67.19056587219238, 24876.8, 250
150, 60, 0.1, insert, order, 56.34017267227173, 21991.6, 206.2
150, 60, 0.1, insert, cycle, 67.30588297843933, 24394.8, 250
150, 60, 0.1, disp, order, 57.428455448150636, 21040.0, 209.4
150, 60, 0.1, disp, cycle, 67.24279503822326, 24615.2, 250
300, 30, 0.0001, swap, order, 244.72701725959777, 19317.8, 241.6
300, 30, 0.0001, swap, cycle, 53.52020235061646, 30664.0, 50.4
300, 30, 0.0001, invert, order, 241.9949474811554, 19520.4, 236.8
300, 30, 0.0001, invert, cycle, 54.353748655319215, 31032.399999999998, 51.4
300, 30, 0.0001, insert, order, 204.6602023124695, 21624.4, 202
300, 30, 0.0001, insert, cycle, 56.45105299949646, 30681.2, 53.2
300, 30, 0.0001, disp, order, 230.90166606903077, 20224.6, 228.4
300, 30, 0.0001, disp, cycle, 60.166706562042236, 29997.8, 56.8
300, 30, 0.001, swap, order, 222.3345555782318, 20544.0, 218.8
300, 30, 0.001, swap, cycle, 60.427611875534055, 30956.6, 57.2
300, 30, 0.001, invert, order, 252.69416279792785, 18722.6, 250
300, 30, 0.001, invert, cycle, 60.50949082374573, 31549.8, 57.4
300, 30, 0.001, insert, order, 255.75217671394347, 18837.2, 248.4
300, 30, 0.001, insert, cycle, 64.56389985084533, 30701.4, 58.8
300, 30, 0.001, disp, order, 270.29123773574827, 19228.2, 248.2
300, 30, 0.001, disp, cycle, 68.14491372108459, 30832.0, 61.2
300, 30, 0.01, swap, order, 261.8198143482208, 19198.4, 250
300, 30, 0.01, swap, cycle, 200.3524948120117, 26608.2, 204
300, 30, 0.01, invert, order, 244.17027130126954, 18172.8, 250
300, 30, 0.01, invert, cycle, 156.77316589355468, 27551.399999999998, 159.2
300, 30, 0.01, insert, order, 247.79075231552125, 18753.8, 250
300, 30, 0.01, insert, cycle, 181.03098964691162, 28343.0, 179.8
300, 30, 0.01, disp, order, 254.1803176879883, 18303.6, 250
300, 30, 0.01, disp, cycle, 172.50065941810607, 28023.2, 172.4
300, 30, 0.1, swap, order, 244.03624572753907, 19680.0, 250
300, 30, 0.1, swap, cycle, 243.27103672027587, 23004.2, 250
300, 30, 0.1, invert, order, 216.85384035110474, 20912.8, 221.6
300, 30, 0.1, invert, cycle, 244.52152905464172, 21781.8, 250
300, 30, 0.1, insert, order, 245.6068703651428, 19247.0, 250
300, 30, 0.1, insert, cycle, 243.7270610332489, 21946.6, 250
300, 30, 0.1, disp, order, 242.36072545051576, 19130.2, 250
300, 30, 0.1, disp, cycle, 253.08745350837708, 22034.6, 250
300, 60, 0.0001, swap, order, 200.03473315238952, 19185.2, 216.6
300, 60, 0.0001, swap, cycle, 43.13223481178284, 31799.2, 44.8
300, 60, 0.0001, invert, order, 193.452548122406, 19295.4, 212.2
300, 60, 0.0001, invert, cycle, 47.06970610618591, 30763.2, 49
300, 60, 0.0001, insert, order, 201.30177903175354, 18974.4, 221.4
300, 60, 0.0001, insert, cycle, 47.61345920562744, 30888.600000000002, 50.2
300, 60, 0.0001, disp, order, 200.79053659439086, 18352.8, 221.2
300, 60, 0.0001, disp, cycle, 45.50245327949524, 30421.8, 47.6
300, 60, 0.001, swap, order, 218.0610496520996, 18266.6, 239.2
300, 60, 0.001, swap, cycle, 46.25757889747619, 31407.0, 48.6
300, 60, 0.001, invert, order, 224.65052008628845, 18376.6, 247.4
300, 60, 0.001, invert, cycle, 52.662160062789916, 30983.2, 55.6
300, 60, 0.001, insert, order, 203.4808889389038, 19142.2, 223.8
300, 60, 0.001, insert, cycle, 52.97528448104858, 31617.2, 56
300, 60, 0.001, disp, order, 208.9707591533661, 18195.4, 229.8
300, 60, 0.001, disp, cycle, 49.64915814399719, 31812.600000000002, 52.6
300, 60, 0.01, swap, order, 225.8975730895996, 18045.2, 250
300, 60, 0.01, swap, cycle, 145.6303318977356, 28134.0, 160.6
300, 60, 0.01, invert, order, 225.5952539920807, 17010.0, 250
300, 60, 0.01, invert, cycle, 224.39305815696716, 25777.2, 250
300, 60, 0.01, insert, order, 226.06561107635497, 17881.6, 250
300, 60, 0.01, insert, cycle, 160.26385855674744, 27401.6, 177.2
300, 60, 0.01, disp, order, 226.15559124946594, 16809.6, 250
300, 60, 0.01, disp, cycle, 143.48942589759827, 27856.0, 158.2
300, 60, 0.1, swap, order, 225.79702453613282, 18124.4, 250
300, 60, 0.1, swap, cycle, 223.53115491867067, 22222.2, 250
300, 60, 0.1, invert, order, 152.03673729896545, 22273.2, 168.2
300, 60, 0.1, invert, cycle, 187.34977650642395, 23904.0, 208.4
300, 60, 0.1, insert, order, 229.10170555114746, 17845.0, 250
300, 60, 0.1, insert, cycle, 225.60174441337585, 21844.0, 250
300, 60, 0.1, disp, order, 213.16283550262452, 19480.8, 237.2
300, 60, 0.1, disp, cycle, 223.56705565452575, 21966.8, 250
